country,year,GovExpend,Consumption,Exports,Imports,GDP
Germany,2004,0.5883089858813869,1.8585908776712,1.10185872749362,0.9720048827104539,3.1912246067601497
Germany,2003,0.593013368038554,1.84460786914678,0.9886698904915661,0.900595386020347,3.15431999607894
Germany,2002,0.5898117838234289,1.8425008422792901,0.970190076855003,0.851849533335677,3.17687281224588
Germany,2001,0.5828205444461071,1.85686695382194,0.930631730135003,0.874006730673281,3.17687281224588
Germany,2000,0.57981497505051,1.82736855118869,0.8803897413633051,0.866663207634834,3.12390784652482
United Kingdom,2017,0.549538230229161,1.80915408631679,0.8626291463563089,0.9331445245325081,2.8187035383848102
United Kingdom,2016,0.550596107778401,1.77234803176111,0.8167917485723559,0.901493610237229,2.76824051322177
United Kingdom,2015,0.546479811857841,1.7186287152555602,0.808384217124809,0.8727733078550319,2.71957938765272
United Kingdom,2014,0.538887632296321,1.67571551277077,0.7740223005207619,0.827311252859235,2.6571594520087003
United Kingdom,2013,0.5272420012178499,1.64233598768518,0.7567496850136579,0.7970742707394449,2.5810804998020602
United Kingdom,2012,0.52819364206397,1.61255027352071,0.7454839155634759,0.772692377979345,2.52932297427255
United Kingdom,2011,0.521716199251929,1.58817241534549,0.735331231079529,0.7505402651247679,2.49324422336651
United Kingdom,2010,0.52114611245523,1.5985630677143101,0.690823962580302,0.74506549584434,2.45289966512447
United Kingdom,2009,0.519715658429849,1.58715227215871,0.6538296512441191,0.689011219160649,2.41163166857417
United Kingdom,2008,0.513869650324128,1.63533347218296,0.713183919212532,0.753501547979587,2.51858466510419
United Kingdom,2007,0.504549254916918,1.64478899334874,0.710199560837608,0.767699142916809,2.5273271105156803
United Kingdom,2006,0.49931223719802503,1.604404210399,0.717505739306433,0.786133933337498,2.46459092883971
United Kingdom,2005,0.490805824041043,1.57891434130295,0.6400884041523991,0.7159510713354881,2.40335164505865
United Kingdom,2004,0.471828367970703,1.531808130777,0.5930455309382541,0.66799546611892,2.32998678642135
United Kingdom,2003,0.452743178857769,1.4840917539923402,0.562653470785322,0.625695588831728,2.27653839883404
United Kingdom,2002,0.434953777698752,1.43386066932776,0.54609211515256,0.606794599509499,2.2029711426682996
United Kingdom,2001,0.418386846022773,1.38077894239121,0.533999231234539,0.574277230183096,2.14924586413688
United Kingdom,2000,0.401273768209059,1.3320931553429098,0.523796685301487,0.548044344018743,2.08987735127629
United States,2017,2.4057425322,12.0192659992,2.2870705718,3.0699538319,17.3486265995
United States,2016,2.4079812446,11.7221334168,2.2199367833,2.9360036984,16.9723478934
United States,2015,2.3731296021,11.4098000511,2.222228469,2.881336783,16.7104590443
United States,2014,2.3340713159,11.0006192341,2.2095546537,2.7322277353,16.2425264013
United States,2013,2.3533806876,10.6872139753,2.1186386753,2.6001982134,15.8537956078
United States,2012,2.3988728885,10.5340423722,2.0455091649,2.5606772224,15.5670381449
United States,2011,2.4343776477,10.378059921,1.9780831982,2.4931941678,15.2245548038
United States,2010,2.510143,10.185836,1.84628,2.360183,14.992052727
United States,2009,2.5073903753,10.0106867611,1.6464319399,2.0862991464,14.6172992959
United States,2008,2.4077714845,10.1378467738,1.7973471432,2.4003488339,14.9977559291
United States,2007,2.3519867363,10.1593870389,1.7010963446,2.4550157494,15.0182678501
United States,2006,2.3149574025,9.9385033775,1.5649198074,2.3951891619,14.7416884981
United States,2005,2.2870221229,9.6430982656,1.4312048486,2.2462461961,14.3324996056
United States,2004,2.2679987877,9.311430629,1.3359780741,2.1085847358,13.8460579861
United States,2003,2.2335189926,8.9747078682,1.2181994322,1.8928248985,13.3393120445
United States,2002,2.1931878439,8.6983058889,1.1921796983,1.8041047043,12.9682627154
United States,2001,2.112038331,8.4804608528,1.2132529384,1.7407968923,12.7462616812
United States,2000,2.040499645,8.272097285,1.2877387906,1.7909953703,12.6202683933
