Date,state,LaborForce,UnemploymentRate
2000-03-01,Idaho,656194.0,4.6
2000-03-01,Illinois,6517873.0,4.3
2000-03-01,Indiana,3141711.0,3.3
2000-03-01,Iowa,1588624.0,2.4
2000-03-01,Kansas,1417157.0,3.5
2000-03-01,Kentucky,1968494.0,4.1
2000-03-01,Louisiana,2044981.0,5.1
2000-03-01,Maine,681964.0,3.5
2000-03-01,Maryland,2791844.0,3.5
2000-03-01,Massachusetts,3335178.0,2.8
2000-03-01,Michigan,5170682.0,3.2
2000-03-01,Minnesota,2799169.0,3.0
2000-03-01,Mississippi,1324176.0,5.5
2000-03-01,Missouri,2946114.0,3.3
2000-03-01,Montana,468063.0,5.0
2000-03-01,Nebraska,944246.0,2.8
2000-03-01,Nevada,1051389.0,4.0
2000-03-01,New Hampshire,684572.0,2.7
2000-03-01,New Mexico,841358.0,4.9
2000-03-01,New York,9149949.0,4.6
2000-03-01,New jersey,4291454.0,3.6
2000-03-01,North Carolina,4120718.0,3.4
2000-03-01,North Dakota,341752.0,3.0
2000-03-01,Ohio,5793337.0,4.0
2000-03-01,Oklahoma,1660590.0,3.1
2000-03-01,Oregon,1818372.0,5.0
2000-03-01,Pennsylvania,6094109.0,4.0
2000-03-01,Rhode island,543164.0,4.0
2000-03-01,South Carolina,1997123.0,3.8
2000-03-01,South Dakota,409423.0,2.4
2000-03-01,Tennessee,2851026.0,3.8
2000-03-01,Texas,10368180.0,4.5
2000-03-01,Utah,1133369.0,3.1
2000-03-01,Vermont,329949.0,2.6
2000-03-01,Virginia,3597995.0,2.4
2000-03-01,Washington,3073238.0,5.0
2000-03-01,West Virginia,808690.0,5.5
2000-03-01,Wisconsin,2966094.0,3.3
2000-03-01,Wyoming,265592.0,3.9
2000-04-01,Alabama,2138178.0,4.6
2000-04-01,Alaska,319477.0,6.3
2000-04-01,Arizona,2503989.0,4.0
2000-04-01,Arkansas,1263822.0,4.3
2000-04-01,California,16815943.0,5.1
2000-04-01,Colorado,2358321.0,2.7
2000-04-01,Connecticut,1767722.0,2.5
2000-04-01,Delaware,410055.0,3.7
2000-04-01,Florida,7821650.0,3.7
2000-04-01,Georgia,4219262.0,3.7
2000-04-01,Hawaii,605946.0,4.4
2000-04-01,Idaho,657235.0,4.6
2000-04-01,Illinois,6513433.0,4.3
2000-04-01,Indiana,3139239.0,3.3
2000-04-01,Iowa,1587319.0,2.5
2000-04-01,Kansas,1414679.0,3.5
2000-04-01,Kentucky,1967218.0,4.1
2000-04-01,Louisiana,2042237.0,5.1
2000-04-01,Maine,681675.0,3.4
2000-04-01,Maryland,2795579.0,3.5
2000-04-01,Massachusetts,3329579.0,2.7
2000-04-01,Michigan,5170777.0,3.3
2000-04-01,Minnesota,2802390.0,3.0
2000-04-01,Mississippi,1325943.0,5.6
2000-04-01,Missouri,2947684.0,3.3
2000-04-01,Montana,468226.0,5.0
2000-04-01,Nebraska,944725.0,2.8
2000-04-01,Nevada,1055413.0,4.0
2000-04-01,New Hampshire,685841.0,2.7
2000-04-01,New Mexico,842276.0,4.9
2000-04-01,New York,9145145.0,4.6
2000-04-01,New jersey,4288575.0,3.6
2000-04-01,North Carolina,4127403.0,3.4
2000-04-01,North Dakota,341804.0,2.9
2000-04-01,Ohio,5792129.0,4.0
2000-04-01,Oklahoma,1659997.0,3.1
2000-04-01,Oregon,1820366.0,5.0
2000-04-01,Pennsylvania,6096691.0,4.0
2000-04-01,Rhode island,543522.0,4.0
2000-04-01,South Carolina,1997774.0,3.7
2000-04-01,South Dakota,409173.0,2.4
2000-04-01,Tennessee,2848175.0,3.8
2000-04-01,Texas,10366277.0,4.4
2000-04-01,Utah,1135920.0,3.1
2000-04-01,Vermont,330367.0,2.7
2000-04-01,Virginia,3598633.0,2.4
2000-04-01,Washington,3069974.0,5.0
2000-04-01,West Virginia,808769.0,5.4
2000-04-01,Wisconsin,2968701.0,3.4
2000-04-01,Wyoming,265906.0,3.8
2000-05-01,Alabama,2135307.0,4.5
2000-05-01,Alaska,319659.0,6.3
2000-05-01,Arizona,2503461.0,4.0
2000-05-01,Arkansas,1262136.0,4.2
2000-05-01,California,16844925.0,5.1
2000-05-01,Colorado,2357978.0,2.7
2000-05-01,Connecticut,1766345.0,2.4
2000-05-01,Delaware,411779.0,3.7
2000-05-01,Florida,7833369.0,3.7
2000-05-01,Georgia,4223636.0,3.7
2000-05-01,Hawaii,605553.0,4.3
2000-05-01,Idaho,658198.0,4.6
2000-05-01,Illinois,6506021.0,4.3
2000-05-01,Indiana,3134814.0,3.3
2000-05-01,Iowa,1586186.0,2.5
2000-05-01,Kansas,1411553.0,3.5
2000-05-01,Kentucky,1965116.0,4.1
2000-05-01,Louisiana,2037977.0,5.1
2000-05-01,Maine,680794.0,3.3
2000-05-01,Maryland,2798681.0,3.6
2000-05-01,Massachusetts,3324450.0,2.6
2000-05-01,Michigan,5168601.0,3.5
2000-05-01,Minnesota,2805323.0,3.0
2000-05-01,Mississippi,1325942.0,5.6
2000-05-01,Missouri,2948096.0,3.3
2000-05-01,Montana,468200.0,5.0
2000-05-01,Nebraska,944948.0,2.8
2000-05-01,Nevada,1059666.0,4.0
2000-05-01,New Hampshire,686928.0,2.7
2000-05-01,New Mexico,843255.0,4.9
2000-05-01,New York,9136838.0,4.6
2000-05-01,New jersey,4284575.0,3.6
2000-05-01,North Carolina,4133490.0,3.5
2000-05-01,North Dakota,341975.0,2.9
2000-05-01,Ohio,5789756.0,4.1
2000-05-01,Oklahoma,1659582.0,3.1
2000-05-01,Oregon,1821537.0,5.1
2000-05-01,Pennsylvania,6098600.0,4.0
2000-05-01,Rhode island,543780.0,4.1
2000-05-01,South Carolina,1997557.0,3.8
2000-05-01,South Dakota,408782.0,2.4
2000-05-01,Tennessee,2844087.0,3.9
2000-05-01,Texas,10360899.0,4.3
2000-05-01,Utah,1138332.0,3.2
2000-05-01,Vermont,330799.0,2.7
2000-05-01,Virginia,3597365.0,2.3
2000-05-01,Washington,3065479.0,5.1
2000-05-01,West Virginia,808649.0,5.4
2000-05-01,Wisconsin,2970767.0,3.5
2000-05-01,Wyoming,266236.0,3.8
2000-06-01,Alabama,2132623.0,4.5
2000-06-01,Alaska,319766.0,6.4
2000-06-01,Arizona,2502998.0,4.0
2000-06-01,Arkansas,1260089.0,4.2
2000-06-01,California,16866287.0,5.1
2000-06-01,Colorado,2357302.0,2.8
2000-06-01,Connecticut,1764692.0,2.3
2000-06-01,Delaware,413343.0,3.8
2000-06-01,Florida,7843623.0,3.8
2000-06-01,Georgia,4225755.0,3.7
2000-06-01,Hawaii,605133.0,4.2
2000-06-01,Idaho,659082.0,4.7
2000-06-01,Illinois,6496077.0,4.3
2000-06-01,Indiana,3128446.0,3.3
2000-06-01,Iowa,1585754.0,2.6
2000-06-01,Kansas,1408039.0,3.6
2000-06-01,Kentucky,1962889.0,4.1
2000-06-01,Louisiana,2033038.0,5.2
2000-06-01,Maine,679395.0,3.3
2000-06-01,Maryland,2801220.0,3.7
2000-06-01,Massachusetts,3320616.0,2.6
2000-06-01,Michigan,5163919.0,3.7
2000-06-01,Minnesota,2808736.0,3.0
2000-06-01,Mississippi,1324402.0,5.5
2000-06-01,Missouri,2948918.0,3.4
2000-06-01,Montana,468032.0,5.0
2000-06-01,Nebraska,945069.0,2.8
2000-06-01,Nevada,1064200.0,4.1
2000-06-01,New Hampshire,687780.0,2.7
2000-06-01,New Mexico,844378.0,4.9
2000-06-01,New York,9126545.0,4.6
2000-06-01,New jersey,4280052.0,3.6
2000-06-01,North Carolina,4138090.0,3.6
2000-06-01,North Dakota,342231.0,2.9
2000-06-01,Ohio,5786238.0,4.1
2000-06-01,Oklahoma,1659412.0,3.1
2000-06-01,Oregon,1821849.0,5.2
2000-06-01,Pennsylvania,6100213.0,4.1
2000-06-01,Rhode island,543885.0,4.1
2000-06-01,South Carolina,1996023.0,3.8
2000-06-01,South Dakota,408367.0,2.4
2000-06-01,Tennessee,2839455.0,3.9
2000-06-01,Texas,10355498.0,4.3
2000-06-01,Utah,1140607.0,3.3
2000-06-01,Vermont,331203.0,2.8
2000-06-01,Virginia,3595504.0,2.3
2000-06-01,Washington,3060176.0,5.1
2000-06-01,West Virginia,808363.0,5.4
2000-06-01,Wisconsin,2971948.0,3.6
2000-06-01,Wyoming,266591.0,3.8
2000-07-01,Alabama,2130313.0,4.5
2000-07-01,Alaska,319777.0,6.4
2000-07-01,Arizona,2503457.0,4.0
2000-07-01,Arkansas,1257820.0,4.2
2000-07-01,California,16883614.0,5.0
2000-07-01,Colorado,2356861.0,2.8
2000-07-01,Connecticut,1762901.0,2.3
2000-07-01,Delaware,414712.0,3.8
2000-07-01,Florida,7854270.0,3.8
2000-07-01,Georgia,4225523.0,3.7
2000-07-01,Hawaii,604857.0,4.2
2000-07-01,Idaho,660000.0,4.7
2000-07-01,Illinois,6485284.0,4.3
2000-07-01,Indiana,3120861.0,3.1
2000-07-01,Iowa,1586373.0,2.6
2000-07-01,Kansas,1404368.0,3.6
2000-07-01,Kentucky,1961421.0,4.1
2000-07-01,Louisiana,2028950.0,5.2
2000-07-01,Maine,677792.0,3.3
2000-07-01,Maryland,2803762.0,3.7
2000-07-01,Massachusetts,3318704.0,2.6
2000-07-01,Michigan,5158191.0,3.8
2000-07-01,Minnesota,2813086.0,3.1
2000-07-01,Mississippi,1321846.0,5.4
2000-07-01,Missouri,2951489.0,3.5
2000-07-01,Montana,467724.0,5.0
2000-07-01,Nebraska,945175.0,2.8
2000-07-01,Nevada,1068902.0,4.1
2000-07-01,New Hampshire,688447.0,2.7
2000-07-01,New Mexico,845707.0,4.9
2000-07-01,New York,9117373.0,4.6
2000-07-01,New jersey,4276328.0,3.7
2000-07-01,North Carolina,4140751.0,3.7
2000-07-01,North Dakota,342537.0,2.9
2000-07-01,Ohio,5782129.0,4.1
2000-07-01,Oklahoma,1659454.0,3.1
2000-07-01,Oregon,1821305.0,5.2
2000-07-01,Pennsylvania,6102279.0,4.1
2000-07-01,Rhode island,543886.0,4.1
2000-07-01,South Carolina,1993627.0,3.7
2000-07-01,South Dakota,408038.0,2.4
2000-07-01,Tennessee,2835491.0,4.0
2000-07-01,Texas,10353750.0,4.2
2000-07-01,Utah,1142892.0,3.3
2000-07-01,Vermont,331566.0,2.9
2000-07-01,Virginia,3595262.0,2.3
2000-07-01,Washington,3054823.0,5.2
2000-07-01,West Virginia,808136.0,5.4
2000-07-01,Wisconsin,2972549.0,3.7
2000-07-01,Wyoming,266974.0,3.9
2000-08-01,Alabama,2128594.0,4.5
2000-08-01,Alaska,319719.0,6.4
2000-08-01,Arizona,2505964.0,3.9
2000-08-01,Arkansas,1255550.0,4.2
2000-08-01,California,16903091.0,5.0
2000-08-01,Colorado,2357452.0,2.8
2000-08-01,Connecticut,1761428.0,2.2
2000-08-01,Delaware,415974.0,3.8
2000-08-01,Florida,7868460.0,3.7
2000-08-01,Georgia,4224983.0,3.6
2000-08-01,Hawaii,604851.0,4.1
2000-08-01,Idaho,660985.0,4.8
2000-08-01,Illinois,6476765.0,4.3
2000-08-01,Indiana,3114439.0,3.0
2000-08-01,Iowa,1588139.0,2.7
2000-08-01,Kansas,1401014.0,3.6
2000-08-01,Kentucky,1961456.0,4.1
2000-08-01,Louisiana,2027366.0,5.3
2000-08-01,Maine,676247.0,3.3
2000-08-01,Maryland,2807112.0,3.7
2000-08-01,Massachusetts,3319366.0,2.6
2000-08-01,Michigan,5154301.0,3.8
2000-08-01,Minnesota,2818258.0,3.2
2000-08-01,Mississippi,1318852.0,5.4
2000-08-01,Missouri,2957543.0,3.6
2000-08-01,Montana,467304.0,5.0
2000-08-01,Nebraska,945312.0,2.8
2000-08-01,Nevada,1073640.0,4.2
2000-08-01,New Hampshire,689098.0,2.7
2000-08-01,New Mexico,847239.0,4.9
2000-08-01,New York,9113416.0,4.5
2000-08-01,New jersey,4274539.0,3.7
2000-08-01,North Carolina,4143288.0,3.8
2000-08-01,North Dakota,342854.0,3.0
2000-08-01,Ohio,5779731.0,4.0
2000-08-01,Oklahoma,1659673.0,3.0
2000-08-01,Oregon,1820228.0,5.2
2000-08-01,Pennsylvania,6105998.0,4.2
2000-08-01,Rhode island,543840.0,4.2
2000-08-01,South Carolina,1991513.0,3.7
2000-08-01,South Dakota,407867.0,2.5
2000-08-01,Tennessee,2833678.0,4.0
2000-08-01,Texas,10359140.0,4.2
2000-08-01,Utah,1145409.0,3.4
2000-08-01,Vermont,331950.0,2.9
2000-08-01,Virginia,3598924.0,2.2
2000-08-01,Washington,3050447.0,5.3
2000-08-01,West Virginia,808253.0,5.5
2000-08-01,Wisconsin,2973678.0,3.7
2000-08-01,Wyoming,267361.0,3.9
2000-09-01,Alabama,2127432.0,4.5
2000-09-01,Alaska,319625.0,6.4
2000-09-01,Arizona,2510866.0,3.9
2000-09-01,Arkansas,1253620.0,4.2
2000-09-01,California,16927979.0,4.9
2000-09-01,Colorado,2359410.0,2.8
2000-09-01,Connecticut,1760482.0,2.2
2000-09-01,Delaware,417246.0,3.9
2000-09-01,Florida,7887105.0,3.7
2000-09-01,Georgia,4226525.0,3.5
2000-09-01,Hawaii,605219.0,4.1
2000-09-01,Idaho,662019.0,4.8
2000-09-01,Illinois,6472215.0,4.3
2000-09-01,Indiana,3111328.0,2.9
2000-09-01,Iowa,1590758.0,2.7
2000-09-01,Kansas,1398459.0,3.7
2000-09-01,Kentucky,1962928.0,4.2
2000-09-01,Louisiana,2028697.0,5.4
2000-09-01,Maine,674992.0,3.3
2000-09-01,Maryland,2811536.0,3.7
2000-09-01,Massachusetts,3322691.0,2.6
2000-09-01,Michigan,5153830.0,3.9
2000-09-01,Minnesota,2823635.0,3.3
2000-09-01,Mississippi,1315831.0,5.2
2000-09-01,Missouri,2967517.0,3.8
2000-09-01,Montana,466889.0,4.9
2000-09-01,Nebraska,945539.0,2.9
2000-09-01,Nevada,1078406.0,4.3
2000-09-01,New Hampshire,689971.0,2.6
2000-09-01,New Mexico,848903.0,4.9
2000-09-01,New York,9116092.0,4.5
2000-09-01,New jersey,4274273.0,3.8
2000-09-01,North Carolina,4148062.0,3.9
2000-09-01,North Dakota,343158.0,3.0
2000-09-01,Ohio,5780759.0,4.0
2000-09-01,Oklahoma,1660124.0,3.0
2000-09-01,Oregon,1819174.0,5.2
2000-09-01,Pennsylvania,6112288.0,4.2
2000-09-01,Rhode island,543806.0,4.1
2000-09-01,South Carolina,1990790.0,3.7
2000-09-01,South Dakota,407909.0,2.5
2000-09-01,Tennessee,2834362.0,3.9
2000-09-01,Texas,10371939.0,4.1
2000-09-01,Utah,1148144.0,3.5
2000-09-01,Vermont,332411.0,2.9
2000-09-01,Virginia,3606796.0,2.2
2000-09-01,Washington,3047655.0,5.3
2000-09-01,West Virginia,808785.0,5.5
2000-09-01,Wisconsin,2976359.0,3.7
2000-09-01,Wyoming,267730.0,3.9
2000-10-01,Alabama,2126852.0,4.6
2000-10-01,Alaska,319530.0,6.4
2000-10-01,Arizona,2518133.0,3.9
2000-10-01,Arkansas,1252246.0,4.3
2000-10-01,California,16959864.0,4.8
2000-10-01,Colorado,2362477.0,2.8
2000-10-01,Connecticut,1760120.0,2.2
2000-10-01,Delaware,418586.0,3.9
2000-10-01,Florida,7910710.0,3.7
2000-10-01,Georgia,4231594.0,3.4
2000-10-01,Hawaii,605983.0,4.0
2000-10-01,Idaho,663216.0,4.8
2000-10-01,Illinois,6472347.0,4.4
2000-10-01,Indiana,3112778.0,2.9
2000-10-01,Iowa,1593830.0,2.8
2000-10-01,Kansas,1396925.0,3.8
2000-10-01,Kentucky,1965207.0,4.2
2000-10-01,Louisiana,2032548.0,5.6
2000-10-01,Maine,674135.0,3.3
2000-10-01,Maryland,2816750.0,3.6
2000-10-01,Massachusetts,3328722.0,2.6
2000-10-01,Michigan,5157157.0,3.9
2000-10-01,Minnesota,2828747.0,3.3
2000-10-01,Mississippi,1313321.0,5.1
2000-10-01,Missouri,2980523.0,4.0
2000-10-01,Montana,466574.0,4.9
2000-10-01,Nebraska,945921.0,2.9
2000-10-01,Nevada,1083230.0,4.4
2000-10-01,New Hampshire,691199.0,2.6
2000-10-01,New Mexico,850596.0,4.9
2000-10-01,New York,9124683.0,4.4
2000-10-01,New jersey,4274352.0,3.8
2000-10-01,North Carolina,4156817.0,4.0
2000-10-01,North Dakota,343428.0,3.0
2000-10-01,Ohio,5785564.0,3.9
2000-10-01,Oklahoma,1661165.0,2.9
2000-10-01,Oregon,1818581.0,5.1
2000-10-01,Pennsylvania,6121994.0,4.2
2000-10-01,Rhode island,543873.0,4.1
2000-10-01,South Carolina,1992277.0,3.7
2000-10-01,South Dakota,408177.0,2.5
2000-10-01,Tennessee,2837370.0,3.9
2000-10-01,Texas,10390780.0,4.1
2000-10-01,Utah,1151019.0,3.6
2000-10-01,Vermont,332931.0,2.9
2000-10-01,Virginia,3618451.0,2.1
2000-10-01,Washington,3046555.0,5.3
2000-10-01,West Virginia,809711.0,5.5
2000-10-01,Wisconsin,2981215.0,3.7
2000-10-01,Wyoming,268053.0,3.9
2000-11-01,Alabama,2126907.0,4.6
2000-11-01,Alaska,319459.0,6.4
2000-11-01,Arizona,2527291.0,3.9
2000-11-01,Arkansas,1251531.0,4.3
2000-11-01,California,16997809.0,4.8
2000-11-01,Colorado,2365870.0,2.7
2000-11-01,Connecticut,1760275.0,2.3
2000-11-01,Delaware,419944.0,3.9
2000-11-01,Florida,7938329.0,3.7
2000-11-01,Georgia,4240279.0,3.4
2000-11-01,Hawaii,607116.0,4.0
2000-11-01,Idaho,664677.0,4.8
2000-11-01,Illinois,6476902.0,4.5
2000-11-01,Indiana,3118715.0,3.0
2000-11-01,Iowa,1597030.0,2.9
2000-11-01,Kansas,1396170.0,3.8
2000-11-01,Kentucky,1967701.0,4.3
2000-11-01,Louisiana,2037795.0,5.7
2000-11-01,Maine,673671.0,3.2
2000-11-01,Maryland,2821958.0,3.6
2000-11-01,Massachusetts,3337015.0,2.7
2000-11-01,Michigan,5163212.0,4.0
2000-11-01,Minnesota,2833383.0,3.4
2000-11-01,Mississippi,1311625.0,5.1
2000-11-01,Missouri,2994421.0,4.2
2000-11-01,Montana,466423.0,4.8
2000-11-01,Nebraska,946489.0,2.9
2000-11-01,Nevada,1088048.0,4.5
2000-11-01,New Hampshire,692708.0,2.6
2000-11-01,New Mexico,852167.0,4.9
2000-11-01,New York,9135828.0,4.3
2000-11-01,New jersey,4273777.0,3.8
2000-11-01,North Carolina,4169397.0,4.1
2000-11-01,North Dakota,343651.0,2.9
2000-11-01,Ohio,5793467.0,3.8
2000-11-01,Oklahoma,1662931.0,2.9
2000-11-01,Oregon,1818641.0,5.1
2000-11-01,Pennsylvania,6134560.0,4.3
2000-11-01,Rhode island,544065.0,4.1
2000-11-01,South Carolina,1996135.0,3.8
2000-11-01,South Dakota,408625.0,2.6
2000-11-01,Tennessee,2842158.0,3.9
2000-11-01,Texas,10413547.0,4.0
2000-11-01,Utah,1153832.0,3.7
2000-11-01,Vermont,333485.0,2.9
2000-11-01,Virginia,3632208.0,2.1
2000-11-01,Washington,3046676.0,5.4
2000-11-01,West Virginia,810955.0,5.4
2000-11-01,Wisconsin,2988175.0,3.7
2000-11-01,Wyoming,268322.0,3.9
2000-12-01,Alabama,2127030.0,4.6
2000-12-01,Alaska,319455.0,6.4
2000-12-01,Arizona,2537351.0,3.9
2000-12-01,Arkansas,1251430.0,4.4
2000-12-01,California,17036809.0,4.7
2000-12-01,Colorado,2368896.0,2.7
2000-12-01,Connecticut,1760779.0,2.4
2000-12-01,Delaware,421163.0,3.9
2000-12-01,Florida,7967452.0,3.7
2000-12-01,Georgia,4250682.0,3.4
2000-12-01,Hawaii,608459.0,4.0
2000-12-01,Idaho,666404.0,4.8
2000-12-01,Illinois,6484014.0,4.6
2000-12-01,Indiana,3127358.0,3.1
2000-12-01,Iowa,1599986.0,3.0
2000-12-01,Kansas,1395628.0,3.9
2000-12-01,Kentucky,1969532.0,4.4
2000-12-01,Louisiana,2042652.0,5.7
2000-12-01,Maine,673584.0,3.3
2000-12-01,Maryland,2826117.0,3.6
2000-12-01,Massachusetts,3346514.0,2.8
2000-12-01,Michigan,5169633.0,4.2
2000-12-01,Minnesota,2837269.0,3.4
2000-12-01,Mississippi,1310386.0,5.0
2000-12-01,Missouri,3006359.0,4.3
2000-12-01,Montana,466461.0,4.7
2000-12-01,Nebraska,947214.0,2.9
2000-12-01,Nevada,1092671.0,4.6
2000-12-01,New Hampshire,694282.0,2.7
2000-12-01,New Mexico,853505.0,4.9
2000-12-01,New York,9145125.0,4.2
2000-12-01,New jersey,4272154.0,3.7
2000-12-01,North Carolina,4183822.0,4.2
2000-12-01,North Dakota,343831.0,2.9
2000-12-01,Ohio,5802505.0,3.8
2000-12-01,Oklahoma,1665092.0,2.9
2000-12-01,Oregon,1819199.0,5.2
2000-12-01,Pennsylvania,6147993.0,4.3
2000-12-01,Rhode island,544274.0,4.1
2000-12-01,South Carolina,1983744.0,4.0
2000-12-01,South Dakota,409196.0,2.6
2000-12-01,Tennessee,2847476.0,3.9
2000-12-01,Texas,10437506.0,4.0
2000-12-01,Utah,1156309.0,3.8
2000-12-01,Vermont,334044.0,3.0
2000-12-01,Virginia,3645647.0,2.2
2000-12-01,Washington,3047336.0,5.4
2000-12-01,West Virginia,812160.0,5.4
2000-12-01,Wisconsin,2996425.0,3.8
2000-12-01,Wyoming,268534.0,3.8
2001-01-01,Alabama,2126441.0,4.7
2001-01-01,Alaska,319538.0,6.3
2001-01-01,Arizona,2546950.0,4.0
2001-01-01,Arkansas,1251600.0,4.5
2001-01-01,California,17070072.0,4.8
2001-01-01,Colorado,2371069.0,2.8
2001-01-01,Connecticut,1761322.0,2.6
2001-01-01,Delaware,422076.0,3.8
2001-01-01,Florida,7994604.0,3.8
2001-01-01,Georgia,4259706.0,3.5
2001-01-01,Hawaii,609767.0,4.0
2001-01-01,Idaho,668377.0,4.8
2001-01-01,Illinois,6490801.0,4.8
2001-01-01,Indiana,3135745.0,3.3
2001-01-01,Iowa,1602419.0,3.0
2001-01-01,Kansas,1394800.0,3.9
2001-01-01,Kentucky,1969813.0,4.5
2001-01-01,Louisiana,2045343.0,5.8
2001-01-01,Maine,673783.0,3.3
2001-01-01,Maryland,2828582.0,3.6
2001-01-01,Massachusetts,3355867.0,3.0
2001-01-01,Michigan,5173580.0,4.4
2001-01-01,Minnesota,2840164.0,3.4
2001-01-01,Mississippi,1308873.0,5.0
2001-01-01,Missouri,3014132.0,4.4
2001-01-01,Montana,466668.0,4.7
2001-01-01,Nebraska,948001.0,2.9
2001-01-01,Nevada,1096906.0,4.6
2001-01-01,New Hampshire,695706.0,2.7
2001-01-01,New Mexico,854620.0,4.9
2001-01-01,New York,9149403.0,4.2
2001-01-01,New jersey,4269917.0,3.7
2001-01-01,North Carolina,4196828.0,4.4
